RED_IZO;pocet studentu;skolni rok;pocet pc;pocet notebooku;wifi;pocet uceben
600127834;86;2024/25;6;43;1;6
600044050;489;2024/25;46;47;1;22
600038831;101;2024/25;0;3;0;5
600129543;57;2024/25;0;4;1;3
600038823;100;2024/25;0;2;1;4
600015793;702;2024/25;134;10;1;36
691003670;20;2024/25;0;2;1;2
600038734;120;2024/25;0;0;1;5
600127362;116;2024/25;0;38;1;9
600047725;522;2024/25;0;158;1;30
600171035;395;2024/25;125;85;1;31
600041123;591;2024/25;30;107;1;34
600013910;522;2024/25;117;78;1;31
600013928;590;2024/25;146;30;1;50
610380061;379;2024/25;34;102;1;28
650069595;158;2024/25;22;40;1;17
691005834;17;2024/25;0;1;1;1
651040370;113;2024/25;20;20;1;17
600136043;534;2024/25;0;90;1;34
651034221;148;2024/25;0;12;1;11
691017964;20;2024/25;0;0;1;2
600113621;24;2024/25;0;1;1;2
600126404;25;2024/25;0;0;1;1
600117073;204;2024/25;21;41;1;13
600013651;225;2024/25;14;19;1;16
600008797;698;2024/25;310;15;1;50
600072720;81;2024/25;0;0;1;4
691014281;42;2024/25;2;0;1;2
651040809;120;2024/25;0;60;1;11
691009392;50;2024/25;0;0;1;3
600042243;416;2024/25;25;64;1;21
600042235;256;2024/25;2;40;1;11
600140971;427;2024/25;26;171;1;26
600020266;417;2024/25;310;25;1;46
691015589;13;2024/25;0;0;1;1
600080331;618;2024/25;60;48;1;43
600074561;400;2024/25;30;332;1;25
600136361;635;2024/25;43;101;1;40
600111547;25;2024/25;1;1;1;1
600106411;20;2024/25;5;20;1;1
600106225;285;2024/25;25;75;1;19
600150500;283;2024/25;30;108;1;26
691015759;69;2024/25;0;0;1;3
600076067;35;2024/25;0;25;1;3
600075320;14;2024/25;0;2;1;1
600135993;517;2024/25;73;57;1;57
600013936;1052;2024/25;346;15;1;54
600053164;118;2024/25;12;30;1;10
600086747;536;2024/25;50;134;1;34
600039005;250;2024/25;30;30;1;17
600076237;535;2024/25;42;79;1;30
600150534;55;2024/25;0;15;1;5
600136167;126;2024/25;12;24;1;6
600072436;37;2024/25;0;0;1;2
600125203;51;2024/25;0;0;1;2
600121704;161;2024/25;16;30;1;15
600065791;60;2024/25;0;11;1;3
600150542;40;2024/25;0;7;1;6
600051862;113;2024/25;0;22;1;7
600135608;84;2024/25;0;11;1;6
600106705;112;2024/25;0;10;1;6
600014649;886;2024/25;77;158;1;95
600020371;138;2024/25;40;15;1;23
600014533;728;2024/25;69;27;1;43
600014614;516;2024/25;80;22;1;37
600014622;452;2024/25;172;10;1;34
600014673;600;2024/25;86;72;1;41
600073033;413;2024/25;52;135;1;38
600014681;439;2024/25;135;21;1;45
600150470;96;2024/25;0;13;1;4
600096131;502;2024/25;31;133;1;36
600040381;739;2024/25;50;105;1;46
600013464;614;2024/25;40;55;1;39
600010538;290;2024/25;14;26;1;27
600041930;191;2024/25;8;43;1;12
600013448;614;2024/25;75;45;1;30
600040364;507;2024/25;30;40;1;21
600060934;516;2024/25;3;40;1;25
691010803;23;2024/25;0;2;1;1
600148831;123;2024/25;0;0;1;6
600021092;93;2024/25;15;30;1;14
691002819;122;2024/25;2;10;1;8
664000185;80;2024/25;0;22;1;3
600005658;1386;2024/25;80;144;1;80
600048403;299;2024/25;5;20;1;12
600111466;43;2024/25;0;1;1;2
600010651;116;2024/25;15;30;1;4
600150283;42;2024/25;0;2;1;2
600045617;566;2024/25;70;90;1;29
600006387;1044;2024/25;160;40;1;5
600088685;26;2024/25;10;6;1;2
600097323;41;2024/25;8;4;0;4
600037207;274;2024/25;27;28;1;20
600136418;409;2024/25;44;40;1;47
600045595;326;2024/25;69;35;1;16
600021386;40;2024/25;12;10;1;10
600039765;772;2024/25;60;52;1;48
600072746;157;2024/25;0;12;1;7
600150330;121;2024/25;4;7;1;6
600010716;100;2024/25;51;0;1;11
668000627;109;2024/25;0;0;1;6
600106675;50;2024/25;0;10;1;2
600060951;21;2024/25;0;0;0;1
600092402;266;2024/25;51;10;1;17
600072606;103;2024/25;5;0;1;7
600144976;122;2024/25;0;46;1;9
600134504;401;2024/25;41;44;1;26
650048792;319;2024/25;30;119;1;27
600007847;742;2024/25;125;74;1;47
691015929;67;2024/25;0;25;1;8
600049094;355;2024/25;22;12;1;24
600134075;332;2024/25;39;111;1;28
600124151;53;2024/25;0;18;1;5
600088871;709;2024/25;86;115;1;40
600073823;207;2024/25;26;75;1;14
600026485;94;2024/25;20;42;1;12
600133729;203;2024/25;73;63;1;19
650012160;62;2024/25;8;6;1;6
650055497;132;2024/25;23;25;1;8
600077578;636;2024/25;46;168;1;51
691010781;222;2024/25;0;50;1;11
600010601;481;2024/25;80;30;1;20
650055853;88;2024/25;0;78;1;11
600149790;425;2024/25;72;78;1;29
664000126;61;2024/25;0;0;1;3
600010635;98;2024/25;10;30;1;4
600106772;63;2024/25;0;4;1;4
600005267;570;2024/25;26;14;1;27
600016005;340;2024/25;0;61;1;17
600050939;663;2024/25;90;78;1;32
691017026;72;2024/25;0;3;1;4
691010498;20;2024/25;0;0;0;1
600125548;51;2024/25;4;22;1;3
600125840;290;2024/25;15;20;1;27
600093492;87;2024/25;0;8;1;6
600012751;299;2024/25;57;13;1;22
600127532;312;2024/25;20;43;1;23
600096386;689;2024/25;115;188;1;40
600113531;127;2024/25;0;0;1;5
600112136;100;2024/25;0;33;1;7
617500720;230;2024/25;4;20;1;14
600086852;52;2024/25;0;15;1;4
600050891;70;2024/25;4;10;1;6
650052366;154;2024/25;18;0;1;14
600073882;389;2024/25;30;108;1;31
600086119;191;2024/25;5;30;1;9
691012652;182;2024/25;24;52;1;15
600081834;196;2024/25;18;45;1;12
600007774;358;2024/25;50;92;1;22
600007791;240;2024/25;43;52;1;12
691015449;153;2024/25;0;11;1;8
600007839;361;2024/25;135;26;1;24
650049349;251;2024/25;39;71;1;15
600148441;449;2024/25;60;83;1;32
600124410;199;2024/25;25;20;1;13
600007413;476;2024/25;39;121;1;23
600104192;473;2024/25;24;66;1;26
691010340;21;2024/25;0;0;0;1
600007529;492;2024/25;121;64;1;27
600084787;292;2024/25;24;15;1;16
600061639;65;2024/25;0;1;0;3
600007553;487;2024/25;56;0;1;24
600007537;295;2024/25;47;27;1;9
600007634;606;2024/25;107;29;1;30
600124452;773;2024/25;126;216;1;50
600007642;262;2024/25;44;25;1;16
600095282;136;2024/25;0;34;1;7
600007651;312;2024/25;122;21;1;29
600072649;56;2024/25;0;0;1;3
650014740;200;2024/25;20;42;1;20
600099598;41;2024/25;0;11;1;2
600007685;371;2024/25;30;45;1;13
650045670;63;2024/25;0;23;1;4
691017727;0;2024/25;0;0;1;1
600100286;33;2024/25;0;0;1;2
600060390;389;2024/25;51;52;1;26
600068919;48;2024/25;2;0;1;2
650025768;225;2024/25;18;67;1;17
600171841;222;2024/25;150;30;1;21
600130291;331;2024/25;70;42;1;29
600123481;108;2024/25;2;0;1;5
600115569;384;2024/25;32;152;1;44
600068684;352;2024/25;60;32;0;24
600149013;53;2024/25;0;0;1;2
691009520;51;2024/25;0;20;1;5
600052371;1630;2024/25;52;334;1;65
600113566;158;2024/25;0;0;1;6
600010490;472;2024/25;100;12;1;31
691006482;280;2024/25;24;44;1;25
600112900;48;2024/25;0;6;1;2
691006296;20;2024/25;0;0;0;1
600013294;466;2024/25;42;89;1;30
600081818;569;2024/25;30;121;1;31
691003955;214;2024/25;39;29;1;16
600042375;235;2024/25;0;20;1;10
600107531;71;2024/25;0;2;1;3
691014566;74;2024/25;0;16;1;6
600007090;365;2024/25;111;23;1;21
600090141;50;2024/25;1;8;1;2
600136027;450;2024/25;45;35;0;33
600131700;56;2024/25;12;4;1;3
600007383;440;2024/25;52;11;1;29
600123405;108;2024/25;0;8;1;5
600072592;97;2024/25;0;31;1;4
650039017;156;2024/25;11;61;1;9
600101991;197;2024/25;28;78;1;12
600010040;428;2024/25;144;54;1;34
691013705;96;2024/25;0;12;1;4
600148556;61;2024/25;8;26;1;4
650016351;303;2024/25;48;88;1;27
600076083;65;2024/25;0;15;1;5
600008533;171;2024/25;89;43;1;17
600060802;35;2024/25;2;1;1;2
600008550;217;2024/25;55;3;1;14
691011001;55;2024/25;0;14;1;4
600008614;18;2024/25;3;0;1;5
600130029;22;2024/25;0;0;1;2
650014413;153;2024/25;24;29;1;14
691009449;160;2024/25;0;3;1;7
600008738;255;2024/25;58;15;1;15
691016283;17;2024/25;0;0;1;1
691014710;64;2024/25;0;39;1;5
600068676;337;2024/25;68;146;1;33
600123219;45;2024/25;0;0;1;2
600129608;24;2024/25;0;1;1;1
600124100;85;2024/25;14;20;1;9
691004641;41;2024/25;0;0;1;3
600016463;353;2024/25;90;33;1;29
600135071;96;2024/25;0;11;1;5
691014981;40;2024/25;5;10;1;5
691017638;55;2024/25;0;30;1;14
691017328;24;2024/25;0;24;1;3
691014957;76;2024/25;0;5;1;4
691017310;25;2024/25;0;24;1;2
691013438;22;2024/25;0;2;1;1
600101932;380;2024/25;60;124;1;32
691015554;263;2024/25;15;105;1;16
600016510;409;2024/25;156;113;1;53
600001270;227;2024/25;16;90;1;19
600013502;1242;2024/25;192;37;1;60
600016501;318;2024/25;38;97;1;21
691015503;35;2024/25;0;0;0;2
600121941;46;2024/25;4;20;1;5
600065685;219;2024/25;12;47;1;21
600101983;265;2024/25;20;86;1;17
600075842;51;2024/25;0;7;1;3
691017786;0;2024/25;0;0;1;2
691017646;15;2024/25;0;0;0;2
600000524;64;2024/25;0;0;1;4
600065758;34;2024/25;0;24;1;4
600081613;73;2024/25;0;32;1;5
600021076;149;2024/25;0;44;1;21
600081389;79;2024/25;8;19;1;6
600092381;626;2024/25;34;78;1;35
600035689;329;2024/25;24;65;1;18
600006905;518;2024/25;267;56;1;43
600104699;403;2024/25;62;75;1;35
600053032;109;2024/25;0;0;1;5
600075036;89;2024/25;10;53;1;6
600127567;404;2024/25;48;56;1;23
600133869;91;2024/25;1;32;1;5
600127583;272;2024/25;26;55;1;17
600110371;108;2024/25;0;6;1;6
600037525;602;2024/25;0;260;1;31
600127656;270;2024/25;0;70;1;14
600007065;623;2024/25;143;150;1;30
600059154;380;2024/25;0;185;1;26
600038327;516;2024/25;16;82;1;25
600101924;444;2024/25;51;179;1;62
600131963;166;2024/25;47;100;1;19
600020550;116;2024/25;28;1;1;10
600038335;352;2024/25;41;85;1;20
600120295;98;2024/25;0;22;1;7
600038475;937;2024/25;62;97;1;50
691011508;85;2024/25;0;3;1;5
600037291;1080;2024/25;115;110;1;50
600127745;790;2024/25;30;83;1;43
600127737;626;2024/25;95;35;1;31
600088537;877;2024/25;77;70;1;52
600088618;577;2024/25;13;56;1;32
600112241;137;2024/25;16;25;1;10
600065421;920;2024/25;108;75;1;48
691015635;154;2024/25;0;13;1;11
600092216;88;2024/25;0;53;1;10
600079741;313;2024/25;60;71;1;24
600124355;212;2024/25;39;56;1;19
600004538;551;2024/25;33;20;1;55
600020169;300;2024/25;10;15;1;10
600021637;127;2024/25;0;84;1;15
600148262;247;2024/25;27;35;1;18
650036298;75;2024/25;14;4;1;5
600108040;470;2024/25;33;237;1;40
600092305;73;2024/25;0;48;1;7
600073777;97;2024/25;10;50;1;6
600021807;44;2024/25;3;19;1;7
600118193;123;2024/25;0;4;1;5
600014746;803;2024/25;0;64;1;47
600170641;835;2024/25;190;70;1;140
600065316;26;2024/25;0;10;1;2
600006859;868;2024/25;219;128;1;52
691017221;17;2024/25;6;2;1;2
670000311;17;2024/25;0;1;1;1
600133346;21;2024/25;0;1;1;1
600006557;142;2024/25;12;24;1;10
600141756;64;2024/25;0;0;1;3
600104800;126;2024/25;20;21;1;12
600047296;281;2024/25;2;6;1;12
691004854;305;2024/25;21;74;1;20
691009716;18;2024/25;0;10;1;1
600020134;278;2024/25;12;24;1;10
691010927;103;2024/25;0;42;1;5
600016226;434;2024/25;72;43;1;26
650041135;372;2024/25;65;39;1;23
600092143;404;2024/25;68;119;1;32
600127915;104;2024/25;1;30;1;10
600109500;84;2024/25;0;2;1;4
691009821;11;2024/25;0;0;1;1
600001491;202;2024/25;34;26;1;12
600127877;226;2024/25;20;87;1;19
600029123;0;2024/25;0;9;1;8
600104737;506;2024/25;54;150;1;26
600037321;494;2024/25;26;100;1;33
600036855;165;2024/25;0;7;1;7
600052567;138;2024/25;0;3;1;6
691004692;25;2024/25;8;6;1;2
600006727;352;2024/25;38;76;1;21
600006697;391;2024/25;132;20;1;38
600072631;32;2024/25;0;3;1;2
600052834;61;2024/25;0;0;0;3
600037061;689;2024/25;30;110;1;37
600037096;664;2024/25;60;88;1;42
600006841;456;2024/25;128;46;1;44
600127524;226;2024/25;4;82;1;16
600104842;110;2024/25;27;37;1;15
650033558;25;2024/25;2;15;1;6
650025415;29;2024/25;0;13;1;3
600037126;446;2024/25;40;43;1;30
600104851;163;2024/25;26;55;1;15
600134067;479;2024/25;37;272;1;30
600037151;633;2024/25;40;72;1;45
650059026;70;2024/25;0;17;1;4
600105148;121;2024/25;11;8;1;7
691015350;89;2024/25;0;43;1;5
600081265;19;2024/25;0;0;1;1
691002711;86;2024/25;0;20;1;6
600081311;22;2024/25;0;0;1;2
600104532;123;2024/25;21;40;1;10
600061973;23;2024/25;0;3;1;2
600074340;96;2024/25;0;0;0;8
600074765;539;2024/25;56;44;1;32
600074897;407;2024/25;18;53;1;24
600147410;110;2024/25;4;0;1;4
600134571;24;2024/25;13;4;1;3
600072380;62;2024/25;0;5;1;3
600127354;98;2024/25;0;51;1;9
600081052;105;2024/25;0;0;1;4
600118665;99;2024/25;6;7;1;9
600083209;261;2024/25;22;90;1;34
650049438;203;2024/25;30;26;1;12
600104761;235;2024/25;35;44;1;16
600044874;70;2024/25;0;18;1;3
600133605;70;2024/25;8;24;1;6
600102106;50;2024/25;0;15;1;5
600069427;191;2024/25;0;0;1;8
600072355;57;2024/25;0;3;1;3
600081273;18;2024/25;0;0;1;1
600036740;406;2024/25;0;17;1;15
600036839;84;2024/25;0;3;1;3
600052303;801;2024/25;85;90;1;36
600084795;415;2024/25;38;120;1;36
691016437;0;2024/25;12;24;1;4
600071332;324;2024/25;47;33;1;21
600078086;48;2024/25;8;0;1;2
691016470;37;2024/25;0;3;1;3
600081028;20;2024/25;0;25;1;1
600036332;90;2024/25;0;3;1;4
600108481;891;2024/25;43;50;1;47
600025951;36;2024/25;15;36;1;9
600036367;310;2024/25;0;4;1;13
600122042;132;2024/25;22;30;1;12
691000735;590;2024/25;31;13;1;39
600091724;132;2024/25;0;11;1;11
691015791;10;2024/25;1;7;1;1
600082491;101;2024/25;0;10;1;5
691015660;38;2024/25;0;8;1;3
600036618;94;2024/25;0;12;1;4
600091741;28;2024/25;1;1;1;1
600091759;20;2024/25;0;0;1;1
600076261;445;2024/25;0;187;1;22
600104451;45;2024/25;2;28;1;4
600127222;52;2024/25;0;27;1;5
691009872;22;2024/25;0;1;0;1
600127273;50;2024/25;7;13;1;3
600074048;18;2024/25;0;0;1;1
600126838;19;2024/25;1;0;1;1
600004601;142;2024/25;15;30;1;14
600092151;172;2024/25;34;37;1;20
600118134;93;2024/25;0;0;1;5
600005429;238;2024/25;19;63;1;11
600006000;81;2024/25;8;1;1;5
600006115;637;2024/25;95;40;1;35
600078299;67;2024/25;16;8;1;5
691011141;37;2024/25;0;2;1;2
600082831;228;2024/25;40;25;1;17
600118363;55;2024/25;0;25;1;5
691008949;57;2024/25;0;27;1;5
600061272;96;2024/25;12;20;1;7
600036073;158;2024/25;0;0;1;7
691010633;78;2024/25;1;11;1;6
691010889;94;2024/25;15;47;1;10
600113582;48;2024/25;0;2;1;2
600036197;390;2024/25;22;86;1;24
600076351;443;2024/25;38;163;1;24
691008388;18;2024/25;0;0;0;1
600078256;229;2024/25;32;70;1;15
600081737;262;2024/25;50;76;1;16
691013225;137;2024/25;0;55;1;9
691004986;30;2024/25;0;0;0;3
600069168;45;2024/25;2;2;1;2
650059794;132;2024/25;25;35;1;11
691001073;67;2024/25;0;16;1;7
691012547;98;2024/25;2;39;1;11
600103374;90;2024/25;0;2;1;4
600025284;46;2024/25;15;18;1;8
669100731;211;2024/25;0;15;1;9
600104168;348;2024/25;28;57;1;31
600085635;358;2024/25;48;85;1;36
691014035;25;2024/25;9;4;1;4
650050258;202;2024/25;70;16;1;25
600111555;63;2024/25;0;10;0;3
600023885;103;2024/25;10;38;1;16
600108155;439;2024/25;68;29;1;25
600091899;76;2024/25;0;19;1;4
600140211;412;2024/25;26;82;1;22
600053067;145;2024/25;20;56;1;9
600117847;43;2024/25;0;1;1;2
651038537;149;2024/25;26;48;1;14
600117944;21;2024/25;0;3;1;1
600036235;132;2024/25;0;0;1;6
600001873;301;2024/25;21;20;1;78
600126625;29;2024/25;2;0;1;2
600005399;764;2024/25;115;126;1;39
600110265;124;2024/25;0;1;1;6
691013501;111;2024/25;0;16;1;4
600086551;105;2024/25;0;40;1;9
650037006;59;2024/25;15;51;1;6
691016143;516;2024/25;0;0;1;10
691013420;33;2024/25;0;35;1;5
600047482;66;2024/25;18;21;1;5
650028406;41;2024/25;6;12;1;3
600072371;47;2024/25;1;2;1;2
650044215;293;2024/25;45;49;1;32
600146740;42;2024/25;0;39;1;3
600100014;42;2024/25;1;0;1;2
691007969;150;2024/25;0;174;1;17
600050645;235;2024/25;30;55;1;15
600064981;70;2024/25;0;0;1;3
600001482;75;2024/25;0;32;1;6
600099342;277;2024/25;52;52;1;21
600076369;72;2024/25;23;15;1;7
600069044;70;2024/25;0;3;1;3
691004676;42;2024/25;0;20;1;2
600067840;29;2024/25;0;1;1;2
600146383;118;2024/25;15;52;1;13
600103358;24;2024/25;0;0;1;1
600068757;243;2024/25;35;40;1;18
600112861;42;2024/25;0;0;1;2
600108163;493;2024/25;20;66;1;29
600150097;86;2024/25;22;14;1;7
650041887;218;2024/25;30;13;1;15
600050033;85;2024/25;0;0;1;4
600027031;61;2024/25;5;14;1;7
600113540;83;2024/25;0;1;1;3
600098958;72;2024/25;9;12;1;5
650023218;430;2024/25;24;56;1;25
650056019;353;2024/25;33;44;1;22
600001474;131;2024/25;0;39;1;11
691015287;235;2024/25;24;55;1;16
600079643;73;2024/25;0;2;1;4
600079783;633;2024/25;69;63;1;42
600080196;273;2024/25;28;74;1;18
600146464;183;2024/25;29;19;1;13
650044266;358;2024/25;20;10;1;21
600077365;538;2024/25;57;131;1;38
600099121;103;2024/25;0;37;1;8
600145531;67;2024/25;0;0;1;3
600145522;85;2024/25;0;1;1;4
600001318;139;2024/25;27;40;1;11
600145671;65;2024/25;0;0;1;3
691014418;63;2024/25;0;0;1;3
600117821;21;2024/25;0;0;1;1
691009317;72;2024/25;0;75;1;8
691002568;220;2024/25;20;24;1;12
600149692;272;2024/25;28;70;1;26
600118380;72;2024/25;15;22;1;7
600127818;77;2024/25;0;30;1;5
600126030;341;2024/25;0;51;1;19
600149684;204;2024/25;24;61;1;13
600125670;79;2024/25;0;17;1;7
600103641;19;2024/25;0;2;1;1
600112357;402;2024/25;36;45;1;32
600140776;368;2024/25;68;67;1;26
600170063;1759;2024/25;339;62;1;133
600140890;51;2024/25;0;44;1;4
600125572;72;2024/25;10;20;1;7
600000591;54;2024/25;0;0;0;4
600072835;87;2024/25;0;20;1;4
650022599;27;2024/25;0;20;1;3
600149625;182;2024/25;17;12;0;15
650028465;526;2024/25;24;41;1;31
600125505;138;2024/25;0;12;1;8
600053091;51;2024/25;0;31;1;3
600149641;356;2024/25;30;50;1;24
650064496;101;2024/25;18;39;1;8
600113779;26;2024/25;0;0;1;1
650044045;110;2024/25;9;21;1;7
600122069;188;2024/25;6;45;1;15
600086534;28;2024/25;6;18;1;4
600122034;216;2024/25;18;53;1;22
600121691;199;2024/25;14;18;1;21
600086917;66;2024/25;0;36;1;5
600041484;23;2024/25;0;18;1;2
600082652;149;2024/25;0;16;1;6
600120848;27;2024/25;0;21;1;2
600082946;156;2024/25;0;40;1;12
691014876;15;2024/25;2;3;1;1
600006026;219;2024/25;0;22;1;11
600122131;710;2024/25;90;155;1;47
600108546;486;2024/25;15;45;1;34
600082661;39;2024/25;0;0;1;2
600021564;36;2024/25;9;24;1;6
600065332;30;2024/25;0;0;1;2
600065103;177;2024/25;0;8;1;8
600107990;738;2024/25;60;216;1;36
600108023;732;2024/25;37;90;1;34
600108601;211;2024/25;25;38;1;12
600133761;447;2024/25;85;60;1;37
600117839;21;2024/25;0;0;0;1
600053431;109;2024/25;11;55;1;7
600066282;319;2024/25;20;151;1;24
600096114;191;2024/25;25;25;1;10
600066371;544;2024/25;64;105;1;38
600039811;482;2024/25;26;37;1;29
600040038;142;2024/25;0;6;1;9
600138640;464;2024/25;53;84;1;30
600108198;528;2024/25;30;66;1;23
600001521;246;2024/25;27;33;1;13
691000697;109;2024/25;1;23;1;12
600145123;861;2024/25;50;81;1;45
600013537;108;2024/25;25;10;1;6
600013898;557;2024/25;16;72;1;37
600013961;362;2024/25;16;51;1;21
691008736;117;2024/25;0;100;1;10
600014134;338;2024/25;35;30;1;19
691007161;17;2024/25;0;0;0;2
600062716;18;2024/25;0;0;1;1
600025276;91;2024/25;0;49;1;22
600084671;302;2024/25;76;54;1;22
600142621;99;2024/25;23;22;1;11
600022986;480;2024/25;24;96;1;24
600011852;321;2024/25;45;55;1;31
600019781;221;2024/25;18;22;1;14
600067394;147;2024/25;27;52;1;15
691008221;25;2024/25;0;1;1;6
691008043;31;2024/25;0;1;1;4
600039773;656;2024/25;56;64;1;37
691006989;176;2024/25;27;1;1;7
600021301;93;2024/25;13;56;1;14
600040348;229;2024/25;0;11;0;11
600044530;844;2024/25;53;145;1;36
691006857;28;2024/25;0;4;1;6
600040496;560;2024/25;56;122;1;27
600039391;995;2024/25;48;150;1;50
600040500;1401;2024/25;162;290;1;81
600044564;35;2024/25;0;23;1;2
650047486;565;2024/25;47;50;1;33
600082521;22;2024/25;1;2;1;1
600040542;659;2024/25;56;80;1;34
600040569;610;2024/25;51;76;1;34
600040607;516;2024/25;56;46;1;31
600066517;191;2024/25;22;80;1;15
600040577;682;2024/25;85;88;1;50
600040020;312;2024/25;0;0;1;12
600066304;535;2024/25;4;162;1;34
600066312;544;2024/25;30;153;1;32
691012636;496;2024/25;45;83;1;31
600013081;305;2024/25;51;3;1;21
600041034;135;2024/25;0;6;1;6
650050029;51;2024/25;7;8;1;4
600098834;83;2024/25;0;0;1;4
600016617;316;2024/25;38;27;1;15
600110907;142;2024/25;0;29;1;10
600104249;348;2024/25;24;74;1;35
600044408;177;2024/25;28;44;1;17
600083802;196;2024/25;32;81;1;22
600014070;486;2024/25;45;50;1;27
691013098;134;2024/25;1;56;1;13
600112586;70;2024/25;9;23;1;6
600044416;176;2024/25;0;50;1;12
600000290;46;2024/25;0;0;1;2
691002860;158;2024/25;0;28;1;11
600006280;1519;2024/25;203;42;1;75
600044513;495;2024/25;31;75;1;21
691003599;53;2024/25;0;1;1;7
651036232;422;2024/25;76;38;1;19
600110931;43;2024/25;1;28;1;3
691004935;115;2024/25;4;8;1;9
600020916;270;2024/25;53;22;1;28
691005494;84;2024/25;0;0;1;4
600052265;642;2024/25;30;44;1;36
661102513;147;2024/25;0;33;1;11
600106381;452;2024/25;69;60;1;30
600075940;18;2024/25;0;2;1;1
600113752;65;2024/25;1;3;1;3
600044068;78;2024/25;7;38;1;5
600081800;585;2024/25;87;183;1;53
600099130;42;2024/25;8;6;1;4
691013187;21;2024/25;0;11;1;1
600044084;594;2024/25;60;104;1;32
600044149;31;2024/25;7;26;1;4
600081541;53;2024/25;3;41;1;5
691000557;144;2024/25;9;0;1;9
691011249;46;2024/25;0;0;1;2
600044963;170;2024/25;0;1;1;7
600050742;22;2024/25;8;18;1;4
600050319;91;2024/25;1;0;1;4
600110451;18;2024/25;0;1;1;1
600012310;760;2024/25;2;105;1;50
600012794;1064;2024/25;30;101;1;30
600044165;59;2024/25;7;35;1;6
600165931;257;2024/25;30;37;1;19
600044203;125;2024/25;13;20;1;10
691011273;150;2024/25;0;178;1;12
600012859;353;2024/25;41;57;1;28
600099351;410;2024/25;90;80;1;20
691015805;75;2024/25;4;4;1;4
600075290;19;2024/25;0;2;1;1
600086526;84;2024/25;10;24;1;5
600075311;26;2024/25;0;11;1;2
600043347;70;2024/25;0;2;1;4
600112331;247;2024/25;24;40;1;26
600062643;22;2024/25;0;10;1;1
600043631;70;2024/25;0;14;1;3
691017280;21;2024/25;0;24;1;3
600041271;641;2024/25;5;200;1;31
691017271;31;2024/25;24;0;1;12
600075567;173;2024/25;8;22;1;9
600050904;60;2024/25;2;55;1;4
600104095;105;2024/25;0;8;1;5
600014860;435;2024/25;60;22;1;20
691016836;160;2024/25;13;0;1;10
691016275;108;2024/25;0;0;1;4
691008094;79;2024/25;0;28;1;6
691015040;83;2024/25;0;36;1;7
600081362;76;2024/25;1;3;1;4
600075681;16;2024/25;0;0;1;1
691007586;123;2024/25;0;28;1;12
600075346;41;2024/25;0;3;1;2
600070131;144;2024/25;12;12;1;6
600133931;516;2024/25;39;153;1;27
600022421;52;2024/25;13;28;1;15
650056353;57;2024/25;5;40;1;5
600092453;221;2024/25;37;37;1;12
600070077;38;2024/25;0;10;1;2
600142906;547;2024/25;31;130;1;33
600035221;66;2024/25;0;3;1;4
600097471;99;2024/25;4;44;1;12
600046371;85;2024/25;13;8;1;6
691002355;122;2024/25;0;4;1;5
600122336;298;2024/25;34;46;1;16
600006581;887;2024/25;64;35;1;32
600014029;416;2024/25;116;42;1;27
600035239;379;2024/25;51;6;1;22
600014100;228;2024/25;20;64;1;12
600085431;46;2024/25;0;10;1;2
600038289;285;2024/25;16;30;1;26
600035255;769;2024/25;64;80;1;45
600100979;47;2024/25;13;42;1;10
600035671;390;2024/25;34;66;1;26
691013764;25;2024/25;0;0;1;2
600015629;804;2024/25;75;72;1;51
600122310;38;2024/25;1;17;1;3
600115763;25;2024/25;4;8;1;3
600115798;51;2024/25;17;11;1;7
600115828;115;2024/25;24;41;1;9
691005788;19;2024/25;0;1;1;1
600099113;78;2024/25;10;31;1;7
691009783;99;2024/25;0;5;1;4
600134172;249;2024/25;44;141;1;18
691018235;340;2024/25;35;150;1;30
691012423;235;2024/25;1;45;1;24
600138631;53;2024/25;5;21;1;4
691012776;84;2024/25;0;1;1;4
600165868;22;2024/25;0;1;1;1
600133885;334;2024/25;28;79;1;18
600147924;71;2024/25;2;16;1;5
600132463;240;2024/25;0;10;1;10
600134725;193;2024/25;22;57;1;25
600133796;509;2024/25;60;43;1;44
600134181;192;2024/25;2;46;1;14
600122107;189;2024/25;26;31;1;10
600099458;59;2024/25;0;24;1;8
600020711;52;2024/25;0;21;1;7
600021360;105;2024/25;18;26;1;14
600134156;61;2024/25;8;20;1;5
650038410;338;2024/25;54;45;1;32
600004686;553;2024/25;240;31;1;56
600093999;386;2024/25;50;54;1;32
600121879;91;2024/25;9;43;1;8
600004724;407;2024/25;34;48;1;24
600004783;680;2024/25;344;30;1;50
600148513;372;2024/25;20;100;0;27
600112080;92;2024/25;0;0;0;4
600004791;529;2024/25;66;27;1;36
600004848;155;2024/25;26;39;1;6
600005771;598;2024/25;23;18;1;22
600066266;118;2024/25;0;43;1;9
600081575;33;2024/25;0;10;1;3
600039374;770;2024/25;29;134;1;43
600013201;423;2024/25;101;40;1;34
600014231;1146;2024/25;293;31;1;111
600023851;91;2024/25;11;47;1;14
600081672;197;2024/25;24;60;1;13
600132536;193;2024/25;0;10;1;8
600013090;195;2024/25;54;24;1;9
691011265;33;2024/25;0;17;1;4
600115526;118;2024/25;0;37;1;11
600025021;98;2024/25;30;5;1;13
691003033;45;2024/25;0;0;1;3
600115674;502;2024/25;36;72;1;25
691005991;93;2024/25;0;30;1;12
600114171;556;2024/25;115;96;1;36
600113728;27;2024/25;0;0;1;1
